__STOPWORDS
_
__
_10
_4_
_i
_L
_T
-
-ci
-là
–
—
;
:
!
?
.
..
...
…
'
‘
''
'ai
’ai
'avais
’avais
'en
’en
'étais
’étais
'y
’y
“
”
„
«
»
(
)
[
]
{
}
§
¶
*
/
\
\;
&
&amp
&amp;
&gt
&gt;
&i
&lt
&lt;
#
##
###
####
#avions
#été
%
•
^
ˌ
°
°.
°>
°00'
°08'
°22
°24'
°29
°29'
°30'
°43'
°45
°46'
°56
°56'
©
®
<
=
==
===
====
>
|
~
■
♦
$
£
0
00
000
1
10
2
3
4
5
6
7
8
9
â
A_
à_
a-
A-
à-
A-4a
A-4a'
A-B
à-dire
A-K
a-pa
a-t
a-Va
a.
A.
A.-M
A.viii
a.x
a'
A'
A'-
A''
A'''
A'<
A'>
à'31
A*
A<
A<b<c<d<
a<c
A<ou
a>
A>
a>b'
A>Tp
a1
A1
a2
A2
a2a
a2a'
a2A'
a2al
a2ri
a3
A3
A40
a41
aa
Aâ
àa
âa
AA'
aabb
aAj
aAl
ab
AB
àb
âb
ab'
AB0uA
abab
abb
abba
ABC
Abcd
Abcdef
abd
abe
àBet3àCsidal
abou
AC
Accél
ack
aco
acs
act
acto
ad
ad-
Ad-
Ad*
adda
AE
Æ
æeA
æeE
æeP
æeQ
æj
àel
æp
æquo
aes
Af
aff
afto
ag
Ag
aga
àge
agi-
agt
ahï
Aî
Ai<A
aïeu
ail-
ain
Aj
àj
ak
al-
ala
alA
alb
albo
alg
alha
ali
aljd
alt
alta
alti
am
Am
àn
ana-
and
ang
ani
anls
anv
ao
àous
ap
apf
apff
Appe-
apres
APX
aq
àq
àQ
ar
Ar'
aRb
arce
arg
arpe
as-
asc
Asc.<Desc
Asc.>Desc
Ass
asso
asy-
At'
ata
ater
AthJ_L
atra
ats
àu
au-
au-<lelà
au'
aU'
auc
auct
aue
aug-
aujourd
aur
aus
aut
av
av<
avon
avre
avz
axP
ay
ày
Ay'
Az
b
B
B-
b.
B.
B.-A
B.-B
B.viii
b'
B'
b'-
b''
B''
B'<
B'>
B'j
B*
b<
B<
b<a'
B<n
B>
b1
B1
b2
B2
b3
B3
BA
bam
Bambini
baou
basi
bb
BB'
BBn
BC
bca
be-
Berge-
Bet-
beu
Bezieħung
Bg
BH
bi-
bim
BJ
BK
Bl
bla
ble
blis
Bm
bn
Bn
bnc
bome
bou
bou-
boul
Boul-
Bravais-
brés
Brgt
BS
Bt
Bttg
Bu-
Buy-
bv
bva
bvc
bve
bvou
bvv
Bxp
bxy
bzz
c
C
ç
c_est
C-
c.
C.
C.-B
C.-C
C.-L
C.N
C.R
c'
C'
c’
ç'en
c'est-
c'est-à-
C*
C*rrEiXEX
C<
C>
c1
C1
c2
C2
c3
C3
ca
CA
çaiv
çaiv<5p
càs
CB
CBA
cbap
cBc
Cbdb
cBl
cbt
cc
cc'
CC'n
ccc
cccc
cche
ccs
CD
CDA
CdCh
CDNh
cé
Cé
Cê
cë
Çe
ce'c
cer-
cera
cés
çes
cét
Cette-
cf.
CgCd
Ch
cha-
Cha-
chap
chap.
ChCd
ChCg
che
ches
Chlp
chne
çi
Ci-
cile
cin
circ
circa
cit
cit.
cj
cJ
