nom_commune;NAMEplace
Attignat;NAMEplace
Beaupont;NAMEplace
Bény;NAMEplace
Béreyziat;NAMEplace
Bohas-Meyriat-Rignat;NAMEplace
Bourg-en-Bresse;NAMEplace
Buellas;NAMEplace
Certines;NAMEplace
Ceyzériat;NAMEplace
Chavannes-sur-Suran;NAMEplace
Cize;NAMEplace
Coligny;NAMEplace
Confrançon;NAMEplace
Cormoz;NAMEplace
Corveissiat;NAMEplace
Courmangoux;NAMEplace
# Courtes;NAMEplace
Cras-sur-Reyssouze;NAMEplace
Curciat-Dongalon;NAMEplace
Curtafond;NAMEplace
Dompierre-sur-Veyle;NAMEplace
Domsure;NAMEplace
Drom;NAMEplace
Druillat;NAMEplace
Etrez;NAMEplace
Foissiat;NAMEplace
Germagnat;NAMEplace
Grand-Corent;NAMEplace
Hautecourt-Romanèche;NAMEplace
Jasseron;NAMEplace
Jayat;NAMEplace
Journans;NAMEplace
La Tranclière;NAMEplace
# Lent;NAMEplace
Lescheroux;NAMEplace
Malafretaz;NAMEplace
Mantenay-Montlin;NAMEplace
Marboz;NAMEplace
Marsonnas;NAMEplace
Meillonnas;NAMEplace
Montagnat;NAMEplace
Montcet;NAMEplace
Montracol;NAMEplace
Montrevel-en-Bresse;NAMEplace
Neuville-sur-Ain;NAMEplace
Péronnas;NAMEplace
Pirajoux;NAMEplace
Polliat;NAMEplace
Pont-d'Ain;NAMEplace
Pouillat;NAMEplace
Pressiat;NAMEplace
Priay;NAMEplace
# Ramasse;NAMEplace
Revonnas;NAMEplace
Saint-André-sur-Vieux-Jonc;NAMEplace
Saint-Denis-lès-Bourg;NAMEplace
Saint-Didier-d'Aussiat;NAMEplace
Saint-Etienne-du-Bois;NAMEplace
Saint-Jean-sur-Reyssouze;NAMEplace
Saint-Julien-sur-Reyssouze;NAMEplace
Saint-Just;NAMEplace
Saint-Martin-du-Mont;NAMEplace
Saint-Martin-le-Châtel;NAMEplace
Saint-Nizier-le-Bouchoux;NAMEplace
Saint-Rémy;NAMEplace
Saint-Sulpice;NAMEplace
Saint-Trivier-de-Courtes;NAMEplace
Salavre;NAMEplace
Servas;NAMEplace
Servignat;NAMEplace
Simandre-sur-Suran;NAMEplace
Tossiat;NAMEplace
Treffort-Cuisiat;NAMEplace
Vandeins;NAMEplace
Varambon;NAMEplace
Verjon;NAMEplace
Vernoux;NAMEplace
Vescours;NAMEplace
Villemotier;NAMEplace
Villereversure;NAMEplace
Viriat;NAMEplace
Ambérieu-en-Bugey;NAMEplace
Ambronay;NAMEplace
Ambutrix;NAMEplace
Apremont;NAMEplace
Arbent;NAMEplace
# Balan;NAMEplace
Béligneux;NAMEplace
Belleydoux;NAMEplace
Bellignat;NAMEplace
Bettant;NAMEplace
Blyes;NAMEplace
Bolozon;NAMEplace
Bourg-Saint-Christophe;NAMEplace
Boyeux-Saint-Jérôme;NAMEplace
Bressolles;NAMEplace
Brion;NAMEplace
Ceignes;NAMEplace
Cerdon;NAMEplace
Challes-la-Montagne;NAMEplace
Charix;NAMEplace
Charnoz-sur-Ain;NAMEplace
Château-Gaillard;NAMEplace
Chazey-sur-Ain;NAMEplace
Dagneux;NAMEplace
Dortan;NAMEplace
Douvres;NAMEplace
Echallon;NAMEplace
Faramans;NAMEplace
Géovreisset;NAMEplace
Géovreissiat;NAMEplace
Groissiat;NAMEplace
Izernore;NAMEplace
# Joyeux;NAMEplace
Jujurieux;NAMEplace
Labalme;NAMEplace
L'Abergement-de-Varey;NAMEplace
La Boisse;NAMEplace
Lagnieu;NAMEplace
Lalleyriat;NAMEplace
Le Montellier;NAMEplace
Le Poizat;NAMEplace
Les Neyrolles;NAMEplace
Leyment;NAMEplace
Leyssard;NAMEplace
Loyettes;NAMEplace
Maillat;NAMEplace
Martignat;NAMEplace
Matafelon-Granges;NAMEplace
Mérignat;NAMEplace
Meximieux;NAMEplace
Montluel;NAMEplace
Montréal-la-Cluse;NAMEplace
Nantua;NAMEplace
Niévroz;NAMEplace
Nurieux-Volognat;NAMEplace
Oyonnax;NAMEplace
Pérouges;NAMEplace
Peyriat;NAMEplace
Pizay;NAMEplace
Poncin;NAMEplace
# Port;NAMEplace
Rignieux-le-Franc;NAMEplace
Saint-Alban;NAMEplace
Saint-Denis-en-Bugey;NAMEplace
Sainte-Croix;NAMEplace
Sainte-Julie;NAMEplace
Saint-Eloi;NAMEplace
Saint-Jean-de-Niost;NAMEplace
Saint-Jean-le-Vieux;NAMEplace
Saint-Martin-du-Frêne;NAMEplace
Saint-Maurice-de-Gourdans;NAMEplace
Saint-Maurice-de-Rémens;NAMEplace
Saint-Sorlin-en-Bugey;NAMEplace
Saint-Vulbas;NAMEplace
Samognat;NAMEplace
Sault-Brénaz;NAMEplace
Serrières-sur-Ain;NAMEplace
Sonthonnax-la-Montagne;NAMEplace
Souclin;NAMEplace
Vaux-en-Bugey;NAMEplace
Villebois;NAMEplace
Villieu-Loyes-Mollon;NAMEplace
Ambléon;NAMEplace
Andert-et-Condon;NAMEplace
Anglefort;NAMEplace
Aranc;NAMEplace
Arandas;NAMEplace
Arbignieu;NAMEplace
Argis;NAMEplace
Armix;NAMEplace
Artemare;NAMEplace
Bellegarde-sur-Valserine;NAMEplace
Belley;NAMEplace
Belmont-Luthézieu;NAMEplace
Bénonces;NAMEplace
Béon;NAMEplace
Billiat;NAMEplace
Brégnier-Cordon;NAMEplace
Brénaz;NAMEplace
Brénod;NAMEplace
Brens;NAMEplace
Briord;NAMEplace
Cessy;NAMEplace
Ceyzérieu;NAMEplace
Chaley;NAMEplace
Challex;NAMEplace
Champagne-en-Valromey;NAMEplace
Champdor;NAMEplace
Champfromier;NAMEplace
Chanay;NAMEplace
Châtillon-en-Michaille;NAMEplace
Chavornay;NAMEplace
Chazey-Bons;NAMEplace
Cheignieu-la-Balme;NAMEplace
# Chevillard;NAMEplace
Chevry;NAMEplace
Chézery-Forens;NAMEplace
Cleyzieu;NAMEplace
Collonges;NAMEplace
Colomieu;NAMEplace
Conand;NAMEplace
Condamine;NAMEplace
# Confort;NAMEplace
Contrevoz;NAMEplace
Conzieu;NAMEplace
Corbonod;NAMEplace
Corcelles;NAMEplace
Corlier;NAMEplace
Cormaranche-en-Bugey;NAMEplace
Cressin-Rochefort;NAMEplace
Crozet;NAMEplace
Culoz;NAMEplace
Cuzieu;NAMEplace
Divonne-les-Bains;NAMEplace
Echenevex;NAMEplace
Evosges;NAMEplace
Farges;NAMEplace
Ferney-Voltaire;NAMEplace
Flaxieu;NAMEplace
Gex;NAMEplace
# Giron;NAMEplace
Grilly;NAMEplace
Groslée;NAMEplace
Hauteville-Lompnes;NAMEplace
Hostiaz;NAMEplace
Hotonnes;NAMEplace
Injoux-Génissiat;NAMEplace
Innimond;NAMEplace
Izenave;NAMEplace
Izieu;NAMEplace
La Burbanche;NAMEplace
Lancrans;NAMEplace
Lantenay;NAMEplace
Lavours;NAMEplace
Léaz;NAMEplace
Le Grand-Abergement;NAMEplace
Lélex;NAMEplace
Le Petit-Abergement;NAMEplace
Lhôpital;NAMEplace
Lhuis;NAMEplace
Lochieu;NAMEplace
Lompnas;NAMEplace
Lompnieu;NAMEplace
Magnieu;NAMEplace
Marchamp;NAMEplace
Marignieu;NAMEplace
Massignieu-de-Rives;NAMEplace
Mijoux;NAMEplace
Montagnieu;NAMEplace
Montanges;NAMEplace
Murs-et-Gélignieux;NAMEplace
Nattages;NAMEplace
Nivollet-Montgriffon;NAMEplace
Oncieu;NAMEplace
Ordonnaz;NAMEplace
Ornex;NAMEplace
Outriaz;NAMEplace
Parves;NAMEplace
Péron;NAMEplace
Peyrieu;NAMEplace
Plagne;NAMEplace
Pollieu;NAMEplace
Pougny;NAMEplace
Prémeyzel;NAMEplace
Prémillieu;NAMEplace
Prévessin-Moëns;NAMEplace
Pugieu;NAMEplace
Rossillon;NAMEplace
Ruffieu;NAMEplace
Saint-Benoît;NAMEplace
Saint-Bois;NAMEplace
Saint-Champ;NAMEplace
Saint-Genis-Pouilly;NAMEplace
Saint-Germain-de-Joux;NAMEplace
Saint-Germain-les-Paroisses;NAMEplace
Saint-Jean-de-Gonville;NAMEplace
Saint-Martin-de-Bavel;NAMEplace
Saint-Rambert-en-Bugey;NAMEplace
Sauverny;NAMEplace
Ségny;NAMEplace
Seillonnaz;NAMEplace
Sergy;NAMEplace
Serrières-de-Briord;NAMEplace
Seyssel;NAMEplace
