Auteur	Total De Tokens	Occurrences du Mot	Date	Titre	
Bernard, Claude (1813-1878)	3296267	2	1878	Leçons sur les phénomènes de la vie communs aux animaux et aux végétaux (I) // Entr'actes. Série 1 / par Alexandre Dumas fils,... // La langue théâtrale : vocabulaire historique, descriptif et anecdotique des termes et des choses du théâtre, suivi d'un appendice contenant la législation théâtrale en vigueur / par Alfred Bouchard // Nouveaux samedis : 16e série / par A. de Pontmartin,... // Tableau de la littérature française, 1800-1815. La critique et l'éloquence / par Gustave Merlet // Tableau de la littérature française, 1800-1815. Le roman et l'histoire / par Gustave Merlet // Entr'actes. Série 2 / par Alexandre Dumas fils,... // La sottie en France : fragment d'un répertoire historique et bibliographique de l'ancien théâtre français / par Émile Picot // Tableaux romantiques de littérature et d'art / par Henri Blaze de Bury // Voltaire, sa vie et ses oeuvres, sa lutte contre Rousseau // Caprices d'un bibliophile, par Octave Uzanne // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Les œuvres et les hommes : V. Les bas-bleus // Jean-Jacques Rousseau, sa vie et ses oeuvres : étude biographique, critique et historique, accompagnée de documents officiels et inédits / par A. Meylan // Entr'actes. Série 3 / par Alexandre Dumas fils,... // Les Soirées parisiennes... / par un monsieur de l'orchestre // La poésie scientifique au XIXe siècle	
Fléchier, Esprit (1632-1710)	3830501	4	1911	Oeuvres choisies / Fléchier. ; Introd. et notes, par Henri Brémond // Souvenirs d'un enfant de Paris. [Volume 2] / Émile Bergerat // Oeuvres d'Alexandre Vinet ; V, I-III. Études sur la littérature française au XIXe siècle... : texte de l'édition posthume de 1848, revu et complété d'après les documents originaux. Sainte-Beuve, Edgar Quinet, Michelet, etc. / Alexandre Vinet ; précédé d'une préface par Paul Sirven,... // Psychologie de l’invention (2e éd.) // Stendhal (3e édition) / par Edouard Rod // Oeuvres d'Alexandre Vinet ; V, I-III. Études sur la littérature française au XIXe siècle... : texte de l'édition posthume de 1848, revu et complété d'après les documents originaux. Madame de Staël et Chateaubriand / Alexandre Vinet ; précédé d'une préface par Paul Sirven,... // Les grandes mystifications littéraires. Série 2 / Augustin Thierry // L'idéal romanesque en France, de 1610 à 1816 / Victor Cherbuliez,... // L'influence de Montaigne sur les idées pédagogiques de Locke et de Rousseau / Pierre Villey,... // L'Évolution morale de Goethe : les années de libre formation, 1749-1794. Thèse pour le doctorat ès lettres, présentée à la Faculté des lettres de l'Université de Paris, par H. Loiseau,... // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Régionalisme et félibrige / Duc de La Salle de Rochemaure,... // Discours prononcé au banquet des amis de Paul Verlaine pour le quinzième anniversaire de la mort du poète / Charles Morice // Souvenirs d'un enfant de Paris. [Volume 3] / Émile Bergerat // Visages d’hier et d’aujourd’hui // Lyrisme, épopée, drame. Une loi de l’histoire littéraire expliquée par l’évolution générale // Enquête sur la question du latin // Les grandes mystifications littéraires. Série 1 / Augustin Thierry // Oeuvres d'Alexandre Vinet ; V, I-III. Études sur la littérature française au XIXe siècle... : texte de l'édition posthume de 1848, revu et complété d'après les documents originaux. Lamartine et Victor Hugo / Alexandre Vinet ; précédé d'une préface par Paul Sirven,... // La morale de l’ironie // Nos directions // Souvenirs d'un enfant de Paris. [Volume 4] / Émile Bergerat	
Darragon, François-Louis (175.?-1814)	1140677	0	1809	Lettre ostensible à M. Rémusa (“sic”), premier chambellan de S. M. l'Empereur et administrateur général des grands théâtres, sur le “Suborneur joué”, comédie en 5 actes et en vers, imitée en partie du chef-d'oeuvre comique du grand Sakespear, et représentée en Bretagne. (Signé : F.-L. Darragon. 18 mars 1809.) // Oeuvres complètes de Pierre-Augustin Caron de Beaumarchais. Tome 6 // Tableau de la littérature française au dix-huitième siècle // Oeuvres complètes de Pierre-Augustin Caron de Beaumarchais. Tome 4 // Oeuvres complètes de Pierre-Augustin Caron de Beaumarchais. Tome 2	
Société académique de l'Aube	5557673	4	1891	Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // La Littérature française sous la Révolution, l'Empire et la Restauration (1789-1830), par Maurice Albert,... 3e édition // Du merveilleux dans la littérature française sous le règne de Louis XIV : thèse pour le doctorat, présentée à la Faculté des lettres de Paris / par P. V. Delaporte // Impressions de théâtre // Etude et récits sur Alfred de Musset / par la Vtesse de Janzé,... ; avec deux dessins originaux d'Alfred de Musset // Journal des Goncourt, tome V (1872-1877) // Lettres de Marie Bashkirtseff // La vie littéraire // Rutebeuf / par Léon Clédat // Heures de lecture d'un critiqué ; John Aubrey ; Pope ; William Collins / Émile Montégut // Recueil de l'Académie des sciences, belles-lettres et arts de Tarn-et-Garonne // Portraits et souvenirs, 1886-1891 / Armand Silvestre // Esquisses contemporaines // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // L'Oeuvre de Champfleury / dressée, d'après ses propres notes, et complétée par M. Maurice Clouard // La poésie patriotique en France au moyen âge / par Ch. Lenient,... // Politiques et moralistes du dix-neuvième siècle [I] // Enquête sur l’évolution littéraire	
David-Sauvageot, A. (1856-1899)	6747920	10	1890	Le réalisme et le naturalisme dans la littérature et dans l’art // Les princes de la jeune critique // La vie littéraire // Curiosités littéraires et bibliographiques / Ch. Monselet // Origines et sources du “Roman de la Rose” : thèse pour le doctorat, présentée à la Faculté des lettres de Paris / par Ernest Langlois,... // Goethe, par Firmery,... // Les œuvres et les hommes : XII. Littérature étrangère // Nouveaux Entr'actes : Première série / par Alexandre Dumas fils // Causeries littéraires : 1872-1888 / Maxime Gaucher ; [publié par René Doumic et Henry Ferrari] // Le massacre des amazones // Impressions de théâtre // L'âme de Paris : nouveaux souvenirs / Théodore de Banville // Causeries littéraires / Edmond Biré // Romanciers allemands contemporains / par Édouard de Morsier // Le roman au dix-septième siècle / André Le Breton // Le rire de Caliban / Émile Bergerat ; avec une préf. par Alphonse Daudet // Les romanciers d’aujourd’hui // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // La fin d’un art : conclusions esthétiques sur le théâtre // Conseils sur l’art d’écrire // Journal des Goncourt, tome IV (1870-1871) // Histoire littéraire de la Suisse française / par Philippe Godet // Dramaturges et romanciers ; Le théâtre de Théodore Barrière ; Le roman en 1861 ; M. Octave Feuillet / Émile Montégut // Nouvelles questions de critique // Derniers essais de littérature et d’esthétique	
Nolhac, Pierre de (1859-1936)	4336474	3	1921	Ronsard et l'humanisme / par Pierre de Nolhac // Esquisses critiques. Première série // Les “Poème-Evangile” de Walt Whitman / Léon Bazalgette // Trente ans de vie française. 2., La vie de Maurice Barrès (2e éd.) / Albert Thibaudet // Manuel bibliographique de la littérature française moderne : XVIe, XVIIe, XVIIIe et XIXe siècles. T. 1 / Gustave Lanson // L'art des vers (Nouvelle édition revue et augmentée) / Auguste Dorchain // Enquête sur la critique // Manuel bibliographique de la littérature française moderne : XVIe, XVIIe, XVIIIe et XIXe siècles. T. 2 / Gustave Lanson // Comment il ne faut pas écrire : les ravages du style contemporain / Antoine Albalat // Deux romanciers de Provence, Honoré d'Urfé et Émile Zola : le roman sentimental et le roman naturaliste / Edmond Rostand // Essais sur le XVIIe siècle... / par André Hallays... // Le domaine du choix. 12, Élus et appelés / Robert de Montesquiou // Sur l'oeuvre d'Edmond Rostand : discours de réception à l'Académie française prononcé le 3 novembre 1921 / par Joseph Bédier // Manuel bibliographique de la littérature française moderne : XVIe, XVIIe, XVIIIe et XIXe siècles. T. 4 / Gustave Lanson // Manuel bibliographique de la littérature française moderne : XVIe, XVIIe, XVIIIe et XIXe siècles. T. 3 / Gustave Lanson	
Tellier, Jules (1863-1889)	10001327	7	1888	Nos poètes / par Jules Tellier // Nouvelle histoire de la littérature française pendant la Restauration / par Victor Jeanroy-Félix // Les œuvres et les hommes : X. Les Historiens // Demain : questions d’esthétique // Études littéraires : Henry Becque, Paul Bourget, Gabriel Séailles, Guy de Maupassant / Cte Stanislas Rzewusk // La Comédie en France au XVIIIe siècle, par C. Lenient,.... Tome 1 // Le théâtre contemporain. Tome 3 / J. Barbey d'Aurevilly // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Oeuvres inédites de Victor Hugo. Choses vues // Impressions de théâtre // La Comédie en France au XVIIIe siècle, par C. Lenient,... // Journal des Goncourt, tome III (1866-1870) // Le théâtre à Paris. 4e série, sept. 1887-oct. 1888 / Camille Le Senne // Impressions de théâtre // Le théâtre à Paris. 3e série, janv. 1886-août 1887 / Camille Le Senne // Le théâtre à Paris. 2e série, 1885 / Camille Le Senne // Le théâtre à Paris. 5e série, sept. 1888-oct. 1889 / Camille Le Senne // Figarismes de Caliban / Émile Bergerat // La critique scientifique // Études sur le XIXe siècle : Giacomo Leopardi ; les préraphaélites anglais ; Richard Wagner et l'esthétique allemande ; Victor Hugo ; Garibaldi ; les véristes italiens ; M. E. de Amicis ; la jeunesse de Cavour, par Édouard Rod,... // La vie parisienne : (1887) / par Parisis (Émile Blavet) ; préface d'Henry Fouquier // Points obscurs et nouveaux de la vie de Pierre Corneille : étude historique et critique, avec pièces justificatives / par F. Bouquet,... // Le théâtre contemporain. Tome 1 / J. Barbey d'Aurevilly // Oeuvres complètes de Alfred de Musset. 11 / éd. ornée de 28 grav. d'après les dessins de Bida, d'un portr. gravé par Flameng d'après l'original de Landelle ; et accompagné d'une notice sur Alfred de Musset par son frère // Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // Études littéraires sur le XIXe siècle, avec une introduction de M. Léon Gautier,... // Portraits de maîtres // Pascal, La Rochefoucauld, Bossuet / par Emile Deschanel // Épidémie naturaliste ; suivi de : Émile Zola et la science : discours prononcé au profit d’une société pour l’enseignement en 1880 // Oeuvres complètes de Alfred de Musset. 10 / éd. ornée de 28 grav. d'après les dessins de Bida, d'un portr. gravé par Flameng d'après l'original de Landelle ; et accompagné d'une notice sur Alfred de Musset par son frère // Revue wagnérienne (tome III) // Préfaces et manifestes littéraires // La vie littéraire // Les zigzags d'un curieux : causeries sur l'art des livres et la littérature d'art / par Octave Uzanne // Oeuvres complètes de Alfred de Musset. 9 / éd. ornée de 28 grav. d'après les dessins de Bida, d'un portr. gravé par Flameng d'après l'original de Landelle ; et accompagné d'une notice sur Alfred de Musset par son frère // Le théâtre à Paris. 1e série, 1883-1884 / Camille Le Senne // Le théâtre contemporain. Tome 2 / J. Barbey d'Aurevilly // Les théories dramatiques au XVIIe siècle : études sur la vie et les oeuvres de l'abbé d'Aubignac / par Charles Arnaud,... // Notes et pensées / par Jules Troubat // Boileau, Charles Perrault / par Emile Deschanel,... // Poètes et romanciers	
Diderot, Denis (1713-1784)	856918	0	1767	Salon de 1767	
Staël-Holstein, Germaine de (1766-1817)	754182	0	1800	De la littérature considérée dans ses rapports avec les institutions sociales (2e éd.) // Lepan, rédacteur du Courrier des spectacles, au citoyen Brunot, rédacteur des anciennes Petites-affiches	
Racot, Adolphe (1840-1887)	7378316	2	1887	Portraits d'hier / Adolphe Racot // Portraits d'aujourd'hui / Adolphe Racot // Mélanges critiques : Victor Hugo, Edgar Quinet, Michelet, Edmond About / Émile Montégut // La banqueroute du naturalisme // Bulletin du Comité des travaux historiques et scientifiques. Section d'histoire et de philologie // L'école décadente / Anatole Baju // Victor Pavie / sa jeunesse, ses relations littéraires // Journal des Goncourt, tome II (1862-1865) // Ménage et finances de Voltaire. 1e vol. / par Louis Nicolardot // Les contemporains : études et portraits littéraires (troisième série) // Études critiques sur l’histoire de la littérature française // George Sand // Études littéraires : dix-neuvième siècle // La Censure sous le premier empire, avec documents inédits , par Henri Welschinger // Montesquieu / par Albert Sorel // Revue wagnérienne (tome II) // Le livre de Caliban / Emile Bergerat ; préface de Alexandre Dumas,... // Esquisse d'une histoire des théâtres de Paris, de 1548 à 1635 : Hôtel de Bourgogne et Marais / par Eugène Rigal,... // Essai sur l'histoire de la critique chez les Grecs : introduction à l'étude de la littérature grecque (3e édition) / par Émile Egger,... // La vérité sur l’école décadente // Essais sur l’école romantique // Notes d'un journaliste : vie, littérature, théâtre / Gustave Geffroy // Les œuvres et les hommes : IX. Les philosophes et les écrivains religieux (deuxième série) // Journal des Goncourt, tome I (1851-1861) // Ménage et finances de Voltaire. 2d vol. / par Louis Nicolardot	
