Auteur	Total De Tokens	Occurrences du Mot	Fréquence Relative	Date	Titre	
Taine, Hippolyte-Adolphe (1828-1893)	3200804	12	3.7490581E-6	1861	Les œuvres et les hommes : II. Les historiens politiques et littéraires // La Fontaine et Buffon , par Damas Hinard // Causeries de quinzaine, par Émile Deschanel // Histoire de la littérature française depuis ses origines jusqu'à la révolution. Tome 1 / par Eugène Géruzez,... // Histoire de la littérature française depuis ses origines jusqu'à la révolution. Tome 2 / par Eugène Géruzez,... // Cours familier de littérature [XI] // Cours familier de littérature [XII] // La Fontaine moraliste : causeries / par Amédée de Margerie,... // Les Semaines littéraires, 3e série des “Causeries littéraires”, par Armand de Pontmartin // Corneille, Racine et Molière. Deux cours sur la poésie dramatique française au XVIIe siècle, par Eugène Rambert,... // Littérature étrangère. Écrivains et poètes modernes, par Saint-René Taillandier // Discours contre M. Legouvé, à propos de Mme Ristori et du théâtre des jeunes auteurs / Aurélien Scholl // La Fontaine et ses fables	
Villemain, Abel-François (1791-1870)	4001395	12	2.9989542E-6	1860	Lettres satiriques et critiques / par Hippolyte Babou // XIXe siècle. Les oeuvres et les hommes. T. 14 / par J. Barbey d'Aurevilly // XIXe siècle. Les oeuvres et les hommes. T. 16 / par J. Barbey d'Aurevilly // XIXe siècle. Les oeuvres et les hommes. T. 7 / par J. Barbey d'Aurevilly // Les œuvres et les hommes : I. Les philosophes et les écrivains religieux (première série) // Les matinées littéraires / par Taxile Delord // Poëtes modernes de la France. Jules Lefèvre-Deumier ; par Emmanuel Des Essarts // Tous les genres du théâtre et sujets correspondants : épîtres en vers libres / par Charles Maurice // Poésie héroïque des indiens comparée à l'épopée grecque et romaine... par F. G. Eichhoff,... // Histoire de la littérature des Hindous / par Louis Enault // Léonie : essai d'éducation par le roman / Mlle Euphémie Vauthier. précédé d'une lettre de M. de Lamartine // Cours familier de littérature [IX] // Cours familier de littérature [X] // Les gladiateurs de la République des lettres aux XVe, XVIe et XVIIe siècles. Tome 1 / par Charles Nisard // Les gladiateurs de la République des lettres aux XVe, XVIe et XVIIe siècles. Tome 2 / par Charles Nisard // Mélanges religieux, historiques, politiques et littéraires : (1842-1856), [1re série]. Edition 2,Tome 2 / par Louis Veuillot,... // Mélanges religieux, historiques, politiques et littéraires : (1842-1856), [1re série]. Edition 2,Tome 3 / par Louis Veuillot,... // Mélanges religieux, historiques, politiques et littéraires : (1842-1856), [1re série]. Edition 2,Tome 5 / par Louis Veuillot,... // Mélanges religieux, historiques, politiques et littéraires : (1842-1856), [1re série]. Tome 6,Edition 2 / par Louis Veuillot,... // Discours et mélanges littéraires (Nouvelle édition revue, corrigée et augmentée) / par M. Villemain,...	
Vianey, Joseph (1864-1939)	4049933	6	1.481506E-6	1907	La rythmique musicale des troubadours et des trouvères / Pierre Aubry // La vie et les ouvrages de Jean-Jacques Rousseau / Bernardin de Saint-Pierre ; édition critique publ. [...] par Maurice Souriau // Goethe et le Tasse / Pierre de Bouchaud // La langue nouvelle : essai de critique conservatrice / par A. Claveau // Propos littéraires // Amours d'hommes de lettres : Pascal, Corneille, Voltaire, Mirabeau, Chateaubriand, Lamartine, Guizot, Mérimée, Sainte-Beuve, George Sand et Musset / Émile Faguet // Propos de théâtre // Montmartre et ses artistes / [signé Gustave Kahn] // Le Romantisme Français // Histoire de la littérature russe / par Louis Leger,... // Jean-Jacques Rousseau // Sénancour : (1770-1846) : poète, penseur religieux et publiciste : sa vie, son oeuvre, son influence : documents inconnus ou inédits / Joachim Merlant // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Causeries littéraires sur le XIXe siècle (1800-1850) / Émile Souvestre ; ouvrage inédit publié par Mme A. Beau,... ; préface de L. Dugas,... // Les Sources de Leconte de Lisle, par Joseph Vianey,...	
Zola, Émile (1840-1902)	5246995	12	2.2870233E-6	1906	Le marquis de Sade : l'homme et l'écrivain, d'après des documents inédits, avec une bibliographie de ses oeuvres / Henri d'Almeras // Les œuvres et les hommes : XXI. À côté de la grande histoire // Les œuvres et les hommes : XXII. Femmes et moralistes // Lettres : 1841-1866 / Charles Baudelaire // La poétique française : le présent et l'avenir / Pierre de Bouchaud // Les Idées égalitaires : étude sociologique // Poètes et humoristes de l'Allemagne : la France et les français jugés à l'étranger... / J. Bourdeau,... // Un romantique de la première heure, Evariste Boulay-Paty, son journal intime et sa correspondance, 1829-1831 / par Dominique Caillé. suivi d'une étude sur Carrier à Nantes et de dix lettres de Fouché,... // Louis-Xavier de Ricard / Fernand Clerget // L’Anticléricalisme // Propos de théâtre // La Légende de Don Juan, son évolution dans la littérature, des origines au romantisme. Thèse présentée à la Faculté des lettres de l'Université de Paris, par Georges Gendarme de Bévotte,... // La psychologie des individus et des sociétés chez Taine historien des littératures : étude critique / par Paul Lacombe // Etudes de critique dramatique. Feuilletons du “Temps”, 1898-1902. Théâtre antique, théâtre classique, Shakespeare et le théâtre français, théâtre romantique et moderne / G. Larroumet // Etudes de critique dramatique. Feuilletons du “Temps”, 1898-1902. La comédie et le drame après 1870, une enquête sur le théâtre contemporain, les auteurs et les oeuvres, théâtre étranger, critiques dramatiques / G. Larroumet // Molière et le théâtre espagnol // Paysages et sentiments / Jean Moréas // Pensées choisies / de Désiré Nisard,... // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // La rêverie esthétique : essai sur la psychologie du poète // Études sur Goethe : Goethe et Lessing, Goethe et Schiller, Werther, Iphigénie en Tauride, Hermann et Dorothée, Faust / Paul Stapfer,... // Oeuvres complètes illustrées de Émile Zola. 31, Théâtre : Thérèse Raquin, Les héritiers Rabourdin, Le bouton de rose ; Suivi de Le naturalisme au théâtre, Nos auteurs dramatiques	
Wogue, Jules (1863-1939)	6953373	23	3.3077472E-6	1905	Petites confessions (visites et portraits). 1e sér. : “Albert Sorel, marquis de Montebello, Maurice Barrès, Marthe Brandès...” / Paul Acker // Petites confessions (visites et portraits). 2e sér. : “Puccini, Emile Faguet, Pierre de Nolhac, Charles Dupuy...” / Paul Acker // Les ennemis de l’art d’écrire // Enfer du bibliophile... // Le drame naturaliste en Allemagne / par Louis Benoist Hanappier // Belluaires et porchers / Léon Bloy // Cicéron et ses amis : étude sur la société romaine du temps de César (13e éd.) / par Gaston Boissier,... // Essais sur la littérature allemande. Série 1 / A. Bossert // Essais sur la littérature allemande. Série 2 / A. Bossert // Études et portraits [I] Portraits d’écrivains‌ et notes d’esthétique‌ // Études et portraits [III] Sociologie et littérature // Histoire de la littérature française classique (1515-1830). Tome 1 / Ferdinand Brunetière,... // Ernest Raynaud : littérateurs et artistes / Fernand Clerget // La jeunesse des romantiques : Victor Hugo, Alfred de Vigny / Ernest Dupuy // Propos littéraires // Pour qu’on lise Platon // Propos de théâtre // Signification de l'art / par Gustave Geffroy. Les salons du printemps / J.-C. Holl // France et Belgique : études littéraires / Eugène Gilbert ; lettre-préf. de M. Paul Bourget,... // Promenades philosophiques (première série) // De l'influence de l'esprit militaire sur l'oeuvre d'Alfred de Vigny / Paul Marabail,... ; avec une préface d'Émile Faguet,... // La Pastorale dramatique en France à la fin du XVIe et au commencement du XVIIe siècle. Thèse pour le doctorat présentée à la Faculté des lettres de l'Université de Paris, par Jules Marsan,... // Le roman personnel de Rousseau à Fromentin / Joachim Merlant,... // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Oeuvres complètes d'Edgar Quinet.... T. 9 // Oeuvres complètes d'Edgar Quinet.... T. 27 // Soirées du Stendhal Club : documents indéits / Casimir Stryienski ; préf. de L. Bélugou // La comédie aux XVIIe et XVIIIe siècles / par Jules Wogue,...	
Zyromski, Ernest (1862-1933)	4738003	9	1.8995345E-6	1904	Romanciers et viveurs du XIXe siècle / Philibert Audebrand // Les œuvres et les hommes : XIX. Romanciers d’hier et d’avant-hier // Camille Lemonnier : biographie précédée d'un portrait-frontispice, illustrée de divers portraits, de dessins et d'un autographe, suivie d'opinions, de documents et d'une bibliographie / par Léon Bazalgette ; ornements typographiques d'Orazi // Trente ans de théâtre. 2e série, Les théâtres populaires, souvenirs / Adrien Bernheim // Schopenhauer : l'homme et le philosophe / A. Bossert // Les maîtres de la pensée contemporaine : Stendhal, Taine, Renan... / par J. Bourdeau // Études critiques sur l'histoire de la littérature française : deuxième série, troisiéme série, quatrième série. 4e série / Ferdinand Brunetière,... // L'autre avarie, au sujet du roman “l'Insexuée”, de Paul Bru : conférence faite au théâtre de l'Athénée Saint-Germain, le 5 mai 1904 / par le Dr Émile Coudert,... // En lisant Nietzsche // Propos littéraires // Le massacre d'une amazone : quelques plagiats de M. Jean Lorrain / Hector Fleischmann ; préface de Han Ryner // Le collier des jours : souvenirs de ma vie // En méthode à l’œuvre // Influence de la France sur la poésie anglaise, conférence faite le 9 février 1904, à Paris, sur l'invitation de la Société des conférences, traduite par Henry-D. Davray // La société française au XIIIe siècle : d'après dix romans d'aventure / Ch.-V. Langlois // Dernières pages recueillies, 1898-1903. Étude sur le style des poètes du XVIIe siècle // Traité de l'Occident / Adrien Mithouard // Zangwill // Prostitués : études critiques sur les gens de lettres d’aujourd’hui // Correspondance inédite de Sainte-Beuve avec M. et Mme Juste Olivier / publiée par Mme Bertrand ; introduction et notes de Léon Séché,... // Le livre d'or de Sainte-Beuve : v // Précurseurs et révoltés / Édouard Schuré // Sainte-Beuve : études d'histoire romantique. Ses moeurs / Léon Séché // Sainte-Beuve : études d'histoire romantique. Son esprit, ses idées / Léon Séché // Études sur Rabelais / par Louis Thuasne // Etudes sur Blaise Pascal (4e éd.) / par A. Vinet // L'orgueil humain / Ernest Zyromski,...	
Troubat, Jules (1836-1914)	3615810	9	2.489069E-6	1903	Le problème de l’avenir latin // Trente ans de théâtre / Adrien Bernheim ; préf. de Henry Roujon,.. // Considérations sur quelques écoles poétiques contemporaines // Hommes et idées du XIXe siècle // Phèdre et Hippolyte, ou Racine moraliste : études littéraires comparées / par Edmond Dreyfus-Brisac,... // Propos de théâtre // Zola // Oeuvres complètes de Jules Laforgue... // L'évolution des idées chez quelques-uns de nos contemporains. IIe série : Ferdinand Brunetière, Taine et Renan, Paul et Victor Margueritte, Jean Deuzèle, Lucien Muhlfeld, Léon Bloy et J.-K. Huysmans, romans de femmes et féminisme, Eugène-Melchior de Vogüé, Paul Bourget, Henry Bordeaux, H.-G. Wells et le déclin du réalisme / Jean Lionnet // Enquête sur la littérature (3 mars-14 mai 1902) : Émile Blémont, Jules Mazé, Auguste Barrau, André Girodie, Alexandre Boutiqué, etc., etc. / Henri Marsac // Le mouvement poétique français de 1867 à 1900 : rapport à M. le ministre de l'Instruction publique et des beaux-arts ; précédé de Réflexions sur la personnalité de l'esprit poétique de France ; suivi d'un Dictionnaire bibliographique et critique et d'une nomenclature chronologique de la plupart des poètes français du XIXe siècle / Catulle Mendès // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Légendes du Moyen Âge // Victorien Sardou, le théâtre et l'époque / Hugues Rebell // Le drame religieux au Moyen Âge / par Marius Sepet // Oeuvres en prose : pamphlets politiques, Réfutation du déisme, fragments de romans, critique littéraire et critique d'art, philosophie (2e éd) / Percy Bysshe Shelley ; traduites par Albert Savine // Charles Baudelaire : discours prononcé, le 26 octobre 1902, au cimetière Montparnasse, pour l'inauguration du monument funéraire de Charles Baudelaire / Jules Troubat	
Weiss, Jean-Jacques (1827-1891)	5271602	27	5.1217826E-6	1902	La formation du style par l’assimilation des auteurs // Mercure de France : série moderne / directeur Alfred Vallette // Les œuvres et les hommes : XVIII. Le roman contemporain // La poésie nouvelle // La légende chevaleresque de Tristan et Iseult : essai de littérature comparée / par A. Bossert // La métaphysique positiviste // Propos littéraires // La politique comparée de Montesquieu, Rousseau et Voltaire // André Chénier critique et critiqué / Paul Glachant // Le chemin de velours : nouvelles dissociations d’idées // Le problème du style : questions d’art, de littérature et de grammaire // Jules Barbey d'Aurevilly : sa vie et son oeuvre d'après sa correspondance inédite et autres documents nouveaux / Eugène Grelé ; avec une préface de M. Jules Levallois // Revue de Lille // La beauté moderne : conférences du Collège d'esthétique (février-juin 1901) / Eugène Montfort // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Le culte des idoles // L’œuvre de M. Paul Bourget et la manière de M. Anatole France // L’observation médicale chez les écrivains naturalistes // Notes et impressions, choix de lettres (2e éd.) / J.-J. Weiss ; préface par le prince Georges Stirbey	
Yriarte, Charles (1833-1898)	6461252	15	2.3215314E-6	1869	Le génie de Corneille / M. Bancel // Buffon et le discours sur le style / [signé : A. Barbut] // Lamartine : conférences faites les dimanches 9 et 16 mai, dans les deux matinées littéraires données par M. Ballande en l'honneur de Lamartine / par Emile Chasles // Encore sur les contemporains, leurs oeuvres et leurs moeurs / par Philarète Chasles,... // Voyages d'un critique à travers la vie et les livres : Italie et Espagne (2e édition) / par Philarète Chasles,... // La vie moderne au théâtre : causeries sur l'art dramatique. Série 1 / Jules Claretie // La vie moderne au théâtre : causeries sur l'art dramatique. Série 2 / Jules Claretie // Sainte-Beuve / [signé : Athanase Forest] // Le Théâtre et les pauvres, par Édouard Fournier // La Raison et le rire, première leçon du cours de littérature française à la Faculté des lettres de Dijon, sur l'esprit satirique en France, prononcée le 5 janvier 1869, par Charles-Julien Jeannel // Cours familier de littérature [XXVII] // Cours familier de littérature [XXVIII] // Lamartine : discours prononcé à la réunion publique du 2 mai 1869, au profit de la souscription pour la statue du poëte / par Victor de Laprade,... // Oeuvres complètes de A.-F. Ozanam. T. 1 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 2 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 4 / 2 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 5 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 6 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 7, 1 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 9 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 10 / avec une préf. par M. Ampère... // Oeuvres complètes de A.-F. Ozanam. T. 11 / avec une préf. par M. Ampère... // Histoire littéraire de la France. T. XIII, Suite du XIIe siècle (Nouvelle édition, conforme à la précédente) / [par Pastoret, Dom Brial, Ginguené et Daunou] ; ouvrage commencé par des religieux Bénédictins de la Congrégation de Saint-Maur ; et continué par une Commission prise dans la classe d'histoire et de littérature ancienne de l'Institut // Histoire littéraire de la France. T. XIV, suite du XIIe siècle / [par Dom Brial, Daunou, Ginguené et Pastoret. avec une notice sur M. Ginguené / par Amaury Duval] ; ouvrage commencé par des religieux Bénédictins de la Congrégation de Saint-Maur et continué par des membres de l'Académie royale des inscriptions et belles-lettres // Histoire littéraire de la France. T. XV, suite du XIIe siècle / [par Dom Brial, Daunou, Amaury Duval, Ginguené et Pastoret] ; ouvrage commencé par des religieux Bénédictins de la Congrégation de Saint-Maur et continué par des membres de l'Académie royale des inscriptions et belles-lettres // Nouveaux samedis : 6e série / par A. de Pontmartin,... // Lamartine : avec un portrait gravé sur acier / Paul de Saint-Victor // Nouveaux Lundis, tome onzième // Études sur la littérature allemande : 1° Herder considéré comme critique littéraire, avec une introduction générale sur sa vie et ses écrits. 2° La Dramaturgie de Lessing. Par H. Schmidt,... // Rayons perdus (2e édition augmentée et précédée d'une préface) / Louisa Siefert // Causeries guernesiaises, par Paul Stapfer. Édition accompagnée de dix lettres en anglais sur des sujets littéraires //  Philosophie de l’art en Grèce par H. Taine, leçons professées à l’école des beaux-arts // Lettres de Ferragus / par Louis Ulbach // Nouveaux portraits parisiens / par le Marquis de Villemer ; illustrés par Morin	
La Morlière, Jacques Rochette de (1719-1785)	24675	0	0.0	1748	Critique scène par scène sur Sémiramis tragédie nouvelle de M. de Voltaire // Très humbles remonstrances à la Cohue au sujet de la tragédie de Denis le Tyran	
Stapfer, Paul (1840-1917)	4185326	17	4.06181E-6	1901	La Littérature française au dix-septième siècle, par Paul Albert. 10e édition // L'art théâtral : Congrès international de 1900 tenu à l'Exposition universelle, au Palais des congrès, du 27 au 31 juillet 1900 // Notes sur la Russie. Tolstoï. Les Étudiants. La Peinture russe. Les Pèlerinages // Le théâtre au Japon : ses rapports avec les cultes locaux / Alexandre Bénazet // Alfred Nettement : sa vie et ses oeuvres / par Edmond Biré // Notes critiques sur quelques traductions allemandes de poèmes français au Moyen âge / par J. Firmery,... // La comédie : [évolution du genre] (3e éd.) / Léon Levrault // Étude sur le théâtre de Marie-Joseph Chénier, par A. Liéby,... // Le tourment de l'unité / Adrien Mithouard // Le mouvement littéraire contemporain / par Georges Pellissier // Trois artistes étrangers : Robert Sherard, Sattler, Félicien Rops / Hugues Rebell // Figures et caractères // Le théâtre français avant la période classique : fin du XVIe et commencement du XVIIe siècle / par Eugène Rigal,... // Feuilles de “momidzi” : études sur l'histoire, la littérature, les sciences et les arts des Japonais / par Léon de Rosny // Art et littérature... / Michel Salomon // Origines catholiques du théâtre moderne : les drames liturgiques et les jeux scolaires, les mystères, les origines de la comédie au Moyen âge, la Renaissance / par Marius Sepet // Études de littérature et d'histoire / par Albert Sorel,... // L’imagination de l’artiste // Victor Hugo et l'affaire Dreyfus : discours prononcé à Pessac-sur-Dordogne, le 24 juin 1900 / Paul Stapfer // Victor Hugo et la grande poésie satirique en France (4e éd.) / Paul Stapfer,... // Des Réputations littéraires. Essais de morale et d’histoire. Deuxième série	
