source	code	creator	date	title	identifier	publisher
http://obvil.github.io/critique2000/tei/1862_collectif.xml	1862_collectif	Académie des sciences, belles-lettres et arts (Clermont-Ferrand)	1862	Mémoires de l'Académie des sciences, belles-lettres et arts de Clermont-Ferrand	http://gallica.bnf.fr/ark:/12148/bpt6k2293089	Académie des sciences, belles-lettres et arts (Clermont-Ferrand)
http://obvil.github.io/critique2000/tei/1891_collectif.xml	1891_collectif	Académie des sciences, belles-lettres, arts et encouragement au bien (Montauban)	1891	Recueil de l'Académie des sciences, belles-lettres et arts de Tarn-et-Garonne	http://gallica.bnf.fr/ark:/12148/bpt6k5698041b	Forestié (Montauban)
http://obvil.github.io/critique2000/tei/1840_collectif.xml	1840_collectif	Académie française	1840	Recueil des discours, rapports et pièces diverses lus dans les séances publiques et particulières de l'Académie française	http://gallica.bnf.fr/ark:/12148/bpt6k299279g	Firmin-Didot frères (Paris)
http://obvil.github.io/critique2000/tei/1863_collectif.xml	1863_collectif	Académie nationale des sciences, arts et belles-lettres (Caen)	1863	Mémoires de l'Académie royale des sciences, arts et belles-lettres de Caen	http://gallica.bnf.fr/ark:/12148/bpt6k54582668	Chalopin fils (Caen)
http://obvil.github.io/critique2000/tei/1881_collectif.xml	1881_collectif	Académie nationale des sciences, arts et belles-lettres (Caen)	1881	Mémoires de l'Académie nationale des sciences, arts et belles-lettres de Caen	http://gallica.bnf.fr/ark:/12148/bpt6k54579226	F. Le Blanc-Hardel (Caen)
http://obvil.github.io/critique2000/tei/1787_acarq.xml	1787_acarq	Açarq, Jean-Pierre d' (1717?-1809)	1787	Remarques sur la Grammaire françoise de M. de Wailly ; suivies de quelques vers tant latins que françois / par M. d'Açarq,...	http://gallica.bnf.fr/ark:/12148/bpt6k61737q	H. F. Boubers (Saint-Omer)
http://obvil.github.io/critique2000/tei/1841_achem.xml	1841_achem	Achem, L.	1841	Théorie-poème en huit leçons. La Boussole du mariage, ou l'Art poétique de Boileau revu et détérioré par un vieux romantique... (Signé : L. Achem.)	http://gallica.bnf.fr/ark:/12148/bpt6k54611394	Charpentier (Paris)
http://obvil.github.io/critique2000/tei/1905_acker_1.xml	1905_acker_1	Acker, Paul (1874-1915)	1905	Petites confessions (visites et portraits). 1e sér. : “Albert Sorel, marquis de Montebello, Maurice Barrès, Marthe Brandès...” / Paul Acker	http://gallica.bnf.fr/ark:/12148/bpt6k99906j	A. Fontemoing (Paris)
http://obvil.github.io/critique2000/tei/1905_acker_2.xml	1905_acker_2	Acker, Paul (1874-1915)	1905	Petites confessions (visites et portraits). 2e sér. : “Puccini, Emile Faguet, Pierre de Nolhac, Charles Dupuy...” / Paul Acker	http://gallica.bnf.fr/ark:/12148/bpt6k99907w	A. Fontemoing (Paris)
http://obvil.github.io/critique2000/tei/1916_adam.xml	1916_adam	Adam, Paul (1862-1920)	1916	La littérature et la guerre / Paul Adam	http://gallica.bnf.fr/ark:/12148/bpt6k6519635r	G. Crès et Cie (Paris)
http://obvil-dev.paris-sorbonne.fr/corpus/critique/aderer_de-la-critique.xml	1864_aderer	Aderer, Adolphe (1832-1886)	1864	De la critique littéraire	http://obvil.paris-sorbonne.fr/corpus/critique/aderer_de-la-critique/	
http://obvil.github.io/critique2000/tei/1817_aillaud.xml	1817_aillaud	Aillaud, Pierre-Toussaint (1759-1827)	1817	J.-Jacques Rousseau dévoilé, ou Réfutation de son “Discours” contre les sciences et les lettres / par M. l'abbé Aillaud,...	http://gallica.bnf.fr/ark:/12148/bpt6k61803p	impr. de P. Crosilhes (Montauban)
http://obvil.github.io/critique2000/tei/1884_albalat.xml	1884_albalat	Albalat, Antoine (1856-1935)	1884	L'Amour chez Alphonse Daudet : essai / Antoine Albalat	http://gallica.bnf.fr/ark:/12148/bpt6k9613928n	P. Ollendorff (Paris)
http://obvil-dev.paris-sorbonne.fr/corpus/critique/albalat_mal-decrire-roman-contemporain.xml	1895_albalat	Albalat, Antoine (1856-1935)	1895	Le mal d’écrire et le roman contemporain	http://obvil.paris-sorbonne.fr/corpus/critique/albalat_mal-decrire-roman-contemporain/	
http://obvil.github.io/critique2000/tei/1899_albalat.xml	1899_albalat	Albalat, Antoine (1856-1935)	1899	Art d'écrire enseigné en vingt leçons. (15 janvier 1899.)	http://gallica.bnf.fr/ark:/12148/bpt6k96104087	
http://obvil-dev.paris-sorbonne.fr/corpus/critique/albalat_formation.xml	1902_albalat	Albalat, Antoine (1856-1935)	1902	La formation du style par l’assimilation des auteurs	http://obvil.paris-sorbonne.fr/corpus/critique/albalat_formation/	
http://obvil-dev.paris-sorbonne.fr/corpus/critique/albalat_ennemis.xml	1905_albalat	Albalat, Antoine (1856-1935)	1905	Les ennemis de l’art d’écrire	http://obvil.paris-sorbonne.fr/corpus/critique/albalat_ennemis/	
http://obvil.github.io/critique2000/tei/1921_albalat.xml	1921_albalat	Albalat, Antoine (1856-1935)	1921	Comment il ne faut pas écrire : les ravages du style contemporain / Antoine Albalat	http://gallica.bnf.fr/ark:/12148/bpt6k5453840j	Plon-Nourrit (Paris)
http://obvil-dev.paris-sorbonne.fr/corpus/critique/albalat_souvenirs.xml	1924_albalat	Albalat, Antoine (1856-1935)	1924	Souvenirs de la vie littéraire : Nouvelle édition augmentée d’une préface-réponse.	http://obvil.paris-sorbonne.fr/corpus/critique/albalat_souvenirs/	
http://obvil-dev.paris-sorbonne.fr/corpus/critique/albalat_comment.xml	1925_albalat	Albalat, Antoine (1856-1935)	1925	Comment on devient écrivain	http://obvil.paris-sorbonne.fr/corpus/critique/albalat_comment/	
http://obvil.github.io/critique2000/tei/1927_albalat.xml	1927_albalat	Albalat, Antoine (1856-1935)	1927	Gustave Flaubert et ses amis : avec des lettres inédites de Gustave Flaubert, Louis Bouilhet, Théophile Gautier, Champfleury, E. Feydeau, Philoxène Boyer, Auguste Vacquerie, Offenbach, E. J. Goncourt, Sainte-Beuve, Michelet, Victor Hugo, Taine, Leconte de Lisle, Villiers de l'Isle Adam, Eugène Fromentin, Banville, Maupassant, Jules Lemaître, J. M. de Hérédia, etc. / Antoine Albalat	http://gallica.bnf.fr/ark:/12148/bpt6k255741w	Plon (Paris)
http://obvil.github.io/critique2000/tei/1927_albalat_b.xml	1927_albalat_b	Albalat, Antoine (1856-1935)	1927	Le travail du style enseigné par les corrections manuscrites des grands écrivains (12e édition) / Antoine Albalat	http://gallica.bnf.fr/ark:/12148/bpt6k255743n	A. Colin (Paris)
http://obvil.github.io/critique2000/tei/1929_albalat.xml	1929_albalat	Albalat, Antoine (1856-1935)	1929	L'art poétique de Boileau / Antoine Albalat	http://gallica.bnf.fr/ark:/12148/bpt6k54538446	Société française d'éditions littéraires et techniques (Paris)
http://obvil.github.io/critique2000/tei/1933_albalat.xml	1933_albalat	Albalat, Antoine (1856-1935)	1933	“La vie de Jésus” d'Ernest Renan / Antoine Albalat	http://gallica.bnf.fr/ark:/12148/bpt6k54538765	Société française d'éditions littéraires et techniques (Paris)
http://obvil.github.io/critique2000/tei/1891_albert.xml	1891_albert	Albert, Maurice (1854-1907)	1891	La Littérature française sous la Révolution, l'Empire et la Restauration (1789-1830), par Maurice Albert,... 3e édition	http://gallica.bnf.fr/ark:/12148/bpt6k375626g	Lecène, Oudin et Cie (Paris)
http://obvil.github.io/critique2000/tei/1871_albert_1.xml	1871_albert_1	Albert, Paul (1827-1880)	1871	Histoire de la littérature romaine. Tome 1 / par Paul Albert,...	http://gallica.bnf.fr/ark:/12148/bpt6k29640f	C. Delagrave (Paris)
http://obvil.github.io/critique2000/tei/1871_albert_2.xml	1871_albert_2	Albert, Paul (1827-1880)	1871	Histoire de la littérature romaine. Tome 2 / par Paul Albert,...	http://gallica.bnf.fr/ark:/12148/bpt6k29641s	C. Delagrave (Paris)
http://obvil.github.io/critique2000/tei/1874_albert.xml	1874_albert	Albert, Paul (1827-1880)	1874	La Littérature française au dix-huitième siècle, par Paul Albert,...	http://gallica.bnf.fr/ark:/12148/bpt6k5803923z	Hachette (Paris)
http://obvil.github.io/critique2000/tei/1874_albert_b.xml	1874_albert_b	Albert, Paul (1827-1880)	1874	La Prose. Études sur les chefs-d'oeuvre des prosateurs de tous les temps et de tous les pays, par Paul Albert,... 2e édition	http://gallica.bnf.fr/ark:/12148/bpt6k58024799	Hachette (Paris)
http://obvil.github.io/critique2000/tei/1899_albert.xml	1899_albert	Albert, Paul (1827-1880)	1899	La poésie : études sur les chefs d'oeuvre des poètes de tous les temps et de tous les pays (10e édition) / par Paul Albert	http://gallica.bnf.fr/ark:/12148/bpt6k6132265x	Hachette et Cie (Paris)
http://obvil.github.io/critique2000/tei/1901_albert.xml	1901_albert	Albert, Paul (1827-1880)	1901	La Littérature française au dix-septième siècle, par Paul Albert. 10e édition	http://gallica.bnf.fr/ark:/12148/bpt6k9613921r	
http://obvil.github.io/critique2000/tei/1876_alciator.xml	1876_alciator	Alciator, Bernard (1810-1884)	1876	L'art dans la poésie, poème en trois chants. [Précédé de] Observations critiques [sur le poème : “L'art de la poésie”] (4e éd. rev., augm. et précédée d'appréciations des meilleurs écrivains) / par B. Alciator ; par M. Beaumarchey,...	http://gallica.bnf.fr/ark:/12148/bpt6k5611359p	l'auteur (Marseille)
http://obvil.github.io/critique2000/tei/1902_vallette.xml	1902_vallette	Alfred Vallette	1902	Mercure de France : série moderne / directeur Alfred Vallette	http://gallica.bnf.fr/ark:/12148/bpt6k2015909	Mercure de France (Paris)
http://obvil.github.io/critique2000/tei/1906_almeras.xml	1906_almeras	Alméras, Henri d' (1861-1938)	1906	Le marquis de Sade : l'homme et l'écrivain, d'après des documents inédits, avec une bibliographie de ses oeuvres / Henri d'Almeras	http://gallica.bnf.fr/ark:/12148/bpt6k55487147	A. Michel (Paris)
http://obvil.github.io/critique2000/tei/1928_almeras.xml	1928_almeras	Alméras, Henri d' (1861-1938)	1928	Le Tartuffe de Molière : Édition originale / Henri d'Alméras.	http://gallica.bnf.fr/ark:/12148/bpt6k96144391	E. Malfère, éd. (Amiens)
http://obvil.github.io/critique2000/tei/1829_amardurivier.xml	1829_amardurivier	Amar Du Rivier, Jean-Augustin (1765-1837)	1829	Les rhéteurs latins, ou Analyse raisonnée des ouvrages de Cicéron, de Quintilien et de Tacite, sur l'art oratoire ,... par J.-A. Amar,...	http://gallica.bnf.fr/ark:/12148/bpt6k5696126c	C. Gosselin (Paris)
http://obvil.github.io/critique2000/tei/1836_ampere.xml	1836_ampere	Ampère, Jean-Jacques (1800-1864)	1836	Sténographie des cours de diverses facultés de Paris. , Cours de littérature / M. Ampère fils,...	http://gallica.bnf.fr/ark:/12148/bpt6k9614050p	Ebrard (Paris)
http://obvil.github.io/critique2000/tei/1848_ampere.xml	1848_ampere	Ampère, Jean-Jacques (1800-1864)	1848	Ballanche / par J.-J. Ampère,...	http://gallica.bnf.fr/ark:/12148/bpt6k113375g	A. René (Paris)
http://obvil.github.io/critique2000/tei/1850_ampere.xml	1850_ampere	Ampère, Jean-Jacques (1800-1864)	1850	Littérature, voyages et poésies / par J.-J. Ampère,...	http://gallica.bnf.fr/ark:/12148/bpt6k9611779n	Didier (Paris)
http://obvil.github.io/critique2000/tei/1853_ampere.xml	1853_ampere	Ampère, Jean-Jacques (1800-1864)	1853	Poésies populaires de la France : instructions du Comité de la langue, de l'histoire et des arts de la France / [par Jean-Jacques Ampère]	http://gallica.bnf.fr/ark:/12148/bpt6k5741634z	Impr. impériale (Paris)
http://obvil.github.io/critique2000/tei/1862_ampere_1.xml	1862_ampere_1	Ampère, Jean-Jacques (1800-1864)	1862	L'histoire romaine à Rome. Tome 1 / par J.-J. Ampère,...	http://gallica.bnf.fr/ark:/12148/bpt6k30709m	M. Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/1862_ampere_2.xml	1862_ampere_2	Ampère, Jean-Jacques (1800-1864)	1862	L'histoire romaine à Rome. Tome 2 / par J.-J. Ampère,...	http://gallica.bnf.fr/ark:/12148/bpt6k30710t	M. Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/1862_ampere_3.xml	1862_ampere_3	Ampère, Jean-Jacques (1800-1864)	1862	L'histoire romaine à Rome. Tome 3 / par J.-J. Ampère,...	http://gallica.bnf.fr/ark:/12148/bpt6k307115	M. Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/1862_ampere_4.xml	1862_ampere_4	Ampère, Jean-Jacques (1800-1864)	1862	L'histoire romaine à Rome. Tome 4 / par J.-J. Ampère,...	http://gallica.bnf.fr/ark:/12148/bpt6k30712h	M. Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/1867_ampere_1.xml	1867_ampere_1	Ampère, Jean-Jacques (1800-1864)	1867	Mélanges d'histoire littéraire et de littérature. Tome 1 / par J.-J. Ampère,... ; [publiés par Louis de Loménie]	http://gallica.bnf.fr/ark:/12148/bpt6k6276576b	Michel Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/1867_ampere_2.xml	1867_ampere_2	Ampère, Jean-Jacques (1800-1864)	1867	Mélanges d'histoire littéraire et de littérature. Tome 2 / par J.-J. Ampère,... ; [publiés par Louis de Loménie]	http://gallica.bnf.fr/ark:/12148/bpt6k6276575x	Michel Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/1867_ampere_b.xml	1867_ampere_b	Ampère, Jean-Jacques (1800-1864)	1867	La science et les lettres en Orient (2e éd.) / par J.-J. Ampère,... ; avec une préface par M. Barthélemy Saint-Hilaire ; (publié par Ch. Daremberg)	http://gallica.bnf.fr/ark:/12148/bpt6k5410613x	Didier (Paris)
http://obvil.github.io/critique2000/tei/1870_ampere_1.xml	1870_ampere_1	Ampère, Jean-Jacques (1800-1864)	1870	Histoire littéraire de la France avant Charlemagne. Edition 3 / par J.-J. Ampère,... ; (publ. par Ch. Daremberg ; avec une étude sur J.-J. Ampère par Albert de Broglie)	http://gallica.bnf.fr/ark:/12148/bpt6k9612088h	Didier (Paris)
http://obvil.github.io/critique2000/tei/1870_ampere_2.xml	1870_ampere_2	Ampère, Jean-Jacques (1800-1864)	1870	Histoire littéraire de la France avant Charlemagne. Edition 3,Tome 2 / par J.-J. Ampère,... ; (publ. par Ch. Daremberg ; avec une étude sur J.-J. Ampère par Albert de Broglie)	http://gallica.bnf.fr/ark:/12148/bpt6k9612121p	Didier (Paris)
http://obvil.github.io/critique2000/tei/1895_andrieu.xml	1895_andrieu	Andrieu, Jules (1839-1895)	1895	Excentriques et grotesques littéraires de l'Agenais / par Jules Andrieu,...	http://gallica.bnf.fr/ark:/12148/bpt6k54339603	A. Picard et fils (Paris)
http://obvil.github.io/critique2000/tei/1851_angebert.xml	1851_angebert	Angebert, Caroline (1793-1880)	1851	Hégésippe Moreau . (Signé : C. Angebert.)	http://gallica.bnf.fr/ark:/12148/bpt6k5626350s	impr. de Lebeau (Provins)
http://obvil.github.io/critique2000/tei/1879_angellier.xml	1879_angellier	Angellier, Auguste (1848-1911)	1879	Étude sur Henri Regnault / par A. Angellier,...	http://gallica.bnf.fr/ark:/12148/bpt6k64660317	L. Boulanger (Paris)
http://obvil.github.io/critique2000/tei/1929_anglade.xml	1929_anglade	Anglade, Joseph (1868-1930)	1929	Les troubadours et les Bretons / par Joseph Anglade,...	http://gallica.bnf.fr/ark:/12148/bpt6k65651585	Société des langues romanes (Montpellier)
http://obvil.github.io/critique2000/tei/1817_angles.xml	1817_angles	Anglès	1817	Almanach critique et littéraire de Paris	http://gallica.bnf.fr/ark:/12148/bpt6k6488899r	Plancher (Paris)
http://obvil.github.io/critique2000/tei/1760_anonyme.xml	1760_anonyme	Anonyme	1760	La vengeance de Thalie : poëme critique de la pièce des “philosophes”	http://gallica.bnf.fr/ark:/12148/bpt6k71027p	[s.n.] (Genève)
http://obvil.github.io/critique2000/tei/1815_anonyme.xml	1815_anonyme	Anonyme	1815	Examen critique des débuts qui ont eu lieu cette année au théâtre-français	http://gallica.bnf.fr/ark:/12148/bpt6k56515990	Martinet (Paris)
http://obvil.github.io/critique2000/tei/1821_anonyme.xml	1821_anonyme	Anonyme	1821	Coup d'oeil sur les théâtres de Paris	http://gallica.bnf.fr/ark:/12148/bpt6k5660792r	Delaunay, Barba, Pelicier, Ladvocat, Dentu, Dalibon (Paris)
http://obvil.github.io/critique2000/tei/1826_anonyme.xml	1826_anonyme	Anonyme	1826	Dialogue sur le Charles VI de M. Népomucène Lemercier, et celui de M. de La Ville de Mirmont. Par Ch.-P.	http://gallica.bnf.fr/ark:/12148/bpt6k5567336p	Ponthieu ; A. Leroux (Paris)
http://obvil.github.io/critique2000/tei/1829_anonyme.xml	1829_anonyme	Anonyme	1829	L'Echo du canon d'alarme de M. Baour-Lormian ou Epitre à quelques [...], par M	http://gallica.bnf.fr/ark:/12148/bpt6k58464750	les marchands de Nouveautés (Paris)
http://obvil.github.io/critique2000/tei/1830_anonyme.xml	1830_anonyme	Anonyme	1830	Épitre à M. Victor Hugo, avec des notes romantiques...	http://gallica.bnf.fr/ark:/12148/bpt6k58365522	
http://obvil.github.io/critique2000/tei/1833_anonyme.xml	1833_anonyme	Anonyme	1833	Histoire poétique tirée des poètes français, avec un dictionnaire poétique. Édition revue et corrigée	http://gallica.bnf.fr/ark:/12148/bpt6k6128376n	Ve Maire-Nyon (Paris)
http://obvil.github.io/critique2000/tei/1842_anonyme.xml	1842_anonyme	Anonyme	1842	Quelques Observations sur l'art théâtral, la Comédie-française, et Mlle Rachel, par L.-P.	http://gallica.bnf.fr/ark:/12148/bpt6k5854902g	chez les principaux libraires (Paris)
http://obvil.github.io/critique2000/tei/1871_anonyme.xml	1871_anonyme	Anonyme	1871	De la décadence du théâtre et des moyens de le régénérer	http://gallica.bnf.fr/ark:/12148/bpt6k200858m	E. Dentu (Paris)
http://obvil.github.io/critique2000/tei/1901_anonyme.xml	1901_anonyme	Anonyme	1901	L'art théâtral : Congrès international de 1900 tenu à l'Exposition universelle, au Palais des congrès, du 27 au 31 juillet 1900	http://gallica.bnf.fr/ark:/12148/bpt6k58333600	impr. C. Pariset (Paris)
http://obvil.github.io/critique2000/tei/1908_antheaume.xml	1908_antheaume	Antheaume, A. (Dr)	1908	Poésie et folie : essai de psychologie et de critique / par A. Antheaume,... [et] G. Dromard,...	http://gallica.bnf.fr/ark:/12148/bpt6k5459652x	O. Doin (Paris)
http://obvil.github.io/critique2000/tei/1754_aquindechateau-lyon.xml	1754_aquindechateau-lyon	Aquin de Chateau-Lyon, Pierre-Louis d' (1720-1796?)	1754	Observations sur les oeuvres poétiques de M. de Caux de Cappeval ,... par M. le chevalier de . Avec une lettre du véritable auteur du “Siècle littéraire”, à M. le chevalier de	http://gallica.bnf.fr/ark:/12148/bpt6k5445621v	
http://obvil.github.io/critique2000/tei/1914_arbelet.xml	1914_arbelet	Arbelet, Paul (1874-1938)	1914	Bibliothèque stendhalienne (Appendice aux Oeuvres complètes). II / publiée sous la direction [de Paul Arbelet et] d'Édouard Champion	http://gallica.bnf.fr/ark:/12148/bpt6k202856d	É. Champion (Paris)
http://obvil.github.io/critique2000/tei/1888_arnaud.xml	1888_arnaud	Arnaud, Charles (1850-1909)	1888	Les théories dramatiques au XVIIe siècle : études sur la vie et les oeuvres de l'abbé d'Aubignac / par Charles Arnaud,...	http://gallica.bnf.fr/ark:/12148/bpt6k204280v	A. Picard (Paris)
http://obvil.github.io/critique2000/tei/1829_arnault.xml	1829_arnault	Arnault, Antoine Vincent (1766-1834)	1829	Les souvenirs et les regrets du vieil amateur dramatique, ou Lettres d'un oncle à son neveu sur l'ancien Théâtre français...	http://gallica.bnf.fr/ark:/12148/bpt6k56097939	C. Froment (Paris)
http://obvil.github.io/critique2000/tei/1851_arnould.xml	1851_arnould	Arnould, Edmond (1811-1861)	1851	Essai d'une théorie du style / par M. Edmond Arnould,...	http://gallica.bnf.fr/ark:/12148/bpt6k6342461q	L. Hachette (Paris)
http://obvil.github.io/critique2000/tei/1895_arreat.xml	1895_arreat	Arréat, Lucien (1841-1922)	1895	Mémoire et imagination : (peintres, musiciens, poètes et orateurs) / par Lucien Arréat	http://gallica.bnf.fr/ark:/12148/bpt6k77083m	F. Alcan (Paris)
http://obvil.github.io/critique2000/tei/1900_asse.xml	1900_asse	Asse, Eugène (1830-1901)	1900	petits Romantiques. Antoine Fontaney, Jean Polonius, l'indépendance de la Grèce et les poètes de la Restauration, Jules de Rességuier, Edouard d'Anglemont	http://gallica.bnf.fr/ark:/12148/bpt6k5455266b	
http://obvil-dev.paris-sorbonne.fr/corpus/critique/asselineau_roman-bourgeois-preface.xml	1854_asselineau	Asselineau, Charles (1820-1874)	1854	Préface à Antoine Furetière, Le Roman bourgeois	http://obvil.paris-sorbonne.fr/corpus/critique/asselineau_roman-bourgeois-preface/	
http://obvil.github.io/critique2000/tei/1856_asselineau.xml	1856_asselineau	Asselineau, Charles (1820-1874)	1856	Notice sur Jean de Schelandre, poëte verdunois (1585-1635) (2e édition suivie de poësies réimprimées pour la première fois d'après l'édition unique de 1608) / par Charles Asselineau	http://gallica.bnf.fr/ark:/12148/bpt6k5787659r	impr. Poulet-Malassis et de Broise (Alençon)
http://obvil.github.io/critique2000/tei/1862_asselineau.xml	1862_asselineau	Asselineau, Charles (1820-1874)	1862	Le paradis des gens de lettres	http://gallica.bnf.fr/ark:/12148/bpt6k5831534k	Poulet-Malassis (Paris)
http://obvil.github.io/critique2000/tei/1905_asselineau.xml	1905_asselineau	Asselineau, Charles (1820-1874)	1905	Enfer du bibliophile...	http://gallica.bnf.fr/ark:/12148/bpt6k6466943j	
http://obvil.github.io/critique2000/tei/1865_aubenas.xml	1865_aubenas	Aubenas, Joseph-Adolphe (1815-1893)	1865	Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, dame de Bourbilly, marquise de Sévigné,.... 6, Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, dame de Bourbilly, marquise de Sévigné : sixième partie de 1676 à 1680 / suivis de notes et d'éclaircissements, par M. Aubenas,...	http://gallica.bnf.fr/ark:/12148/bpt6k55436417	F. Didot frères, fils et Cie (Paris)
http://obvil.github.io/critique2000/tei/1907_aubry.xml	1907_aubry	Aubry, Pierre (1874-1910)	1907	La rythmique musicale des troubadours et des trouvères / Pierre Aubry	http://gallica.bnf.fr/ark:/12148/bpt6k54006179	H. Champion (Paris)
http://obvil.github.io/critique2000/tei/1885_audebrand.xml	1885_audebrand	Audebrand, Philibert (1815-1906)	1885	Petits mémoires d'une stalle d'orchestre : acteurs, actrices, auteurs, journalistes / Philibert Audebrand	http://gallica.bnf.fr/ark:/12148/bpt6k54906h	J. Lévy (Paris)
http://obvil.github.io/critique2000/tei/1892_audebrand.xml	1892_audebrand	Audebrand, Philibert (1815-1906)	1892	Petits mémoires du XIXe siècle / Philibert Audebrand	http://gallica.bnf.fr/ark:/12148/bpt6k113048n	C. Lévy (Paris)
http://obvil.github.io/critique2000/tei/1893_audebrand.xml	1893_audebrand	Audebrand, Philibert (1815-1906)	1893	Mémoires d'un passant / par Philibert Audebrand	http://gallica.bnf.fr/ark:/12148/bpt6k1112493	Calmann Lévy (Paris)
http://obvil.github.io/critique2000/tei/1904_audebrand.xml	1904_audebrand	Audebrand, Philibert (1815-1906)	1904	Romanciers et viveurs du XIXe siècle / Philibert Audebrand	http://gallica.bnf.fr/ark:/12148/bpt6k80153g	Calmann-Lévy (Paris)
http://obvil.github.io/critique2000/tei/1883_audouard.xml	1883_audouard	Audouard, Olympe (1832-1890)	1883	Silhouettes parisiennes / par Mme Olympe Audouard	http://gallica.bnf.fr/ark:/12148/bpt6k64359405	C. Marpon et E. Flammarion (Paris)
http://obvil.github.io/critique2000/tei/1839_auger_1.xml	1839_auger_1	Auger, Hippolyte (1796-1881)	1839	Physiologie du théâtre, par Hippolyte Auger. Tome 1	http://gallica.bnf.fr/ark:/12148/bpt6k9614207c	Firmin-Didot frères (Paris)
http://obvil.github.io/critique2000/tei/1839_auger_2.xml	1839_auger_2	Auger, Hippolyte (1796-1881)	1839	Physiologie du théâtre, par Hippolyte Auger. Tome 2	http://gallica.bnf.fr/ark:/12148/bpt6k9611913k	Firmin-Didot frères (Paris)
http://obvil.github.io/critique2000/tei/1805_auger.xml	1805_auger	Auger, Louis-Simon (1772-1829)	1805	Notice historique et littéraire sur Malfilâtre	http://gallica.bnf.fr/ark:/12148/bpt6k5624457d	
http://obvil.github.io/critique2000/tei/1808_auger.xml	1808_auger	Auger, Louis-Simon (1772-1829)	1808	Éloge de P. Corneille, discours... par L.-S. Auger	http://gallica.bnf.fr/ark:/12148/bpt6k96142452	Xhrouet (Paris)
http://obvil.github.io/critique2000/tei/1811_auger.xml	1811_auger	Auger, Louis-Simon (1772-1829)	1811	Ma brochure en réponse aux deux brochures de Mme de Genlis / par L.-S. Auger	http://gallica.bnf.fr/ark:/12148/bpt6k205467q	Colnet (Paris)
http://obvil.github.io/critique2000/tei/1816_auger.xml	1816_auger	Auger, Louis-Simon (1772-1829)	1816	Vie de Montesquieu / (Signé : L.-S. Auger)	http://gallica.bnf.fr/ark:/12148/bpt6k5625198m	
http://obvil.github.io/critique2000/tei/1824_auger.xml	1824_auger	Auger, Louis-Simon (1772-1829)	1824	Recueil des discours prononcés dans la séance publique de l'Institut royal de France, le... 24 avril 1824	http://gallica.bnf.fr/ark:/12148/bpt6k96129787	impr. de Firmin-Didot (Paris)
http://obvil.github.io/critique2000/tei/1826_auger.xml	1826_auger	Auger, Louis-Simon (1772-1829)	1826	Observations sur la nature de la propriété littéraire, présentées à la commission nommée par le roi pour l'examen préparatoire du projet tendant à améliorer... la législation actuelle sur les droits des auteurs et de leurs héritiers... par M. Auger,...	http://gallica.bnf.fr/ark:/12148/bpt6k9612523w	impr. de Pillet aîné (Paris)
http://obvil.github.io/critique2000/tei/1828_auger_1.xml	1828_auger_1	Auger, Louis-Simon (1772-1829)	1828	Mélanges philosophiques et littéraires. Tome 1 / , par M. Auger,...	http://gallica.bnf.fr/ark:/12148/bpt6k286588	Ladvocat (Paris)
http://obvil.github.io/critique2000/tei/1828_auger_2.xml	1828_auger_2	Auger, Louis-Simon (1772-1829)	1828	Mélanges philosophiques et littéraires. Tome 2 / , par M. Auger,...	http://gallica.bnf.fr/ark:/12148/bpt6k28659m	Ladvocat (Paris)
http://obvil.github.io/critique2000/tei/1829_auger.xml	1829_auger	Auger, Louis-Simon (1772-1829)	1829	Notice biographique et littéraire sur... Gaillard / [Par L. S. Auger]	http://gallica.bnf.fr/ark:/12148/bpt6k9614673r	
http://obvil-dev.paris-sorbonne.fr/corpus/critique/auguis_chamfort-notice.xml	1824_auguis	Auguis, Pierre-René (1786-1846)	1824	« Notice sur la vie et les écrits de Chamfort »	http://obvil.paris-sorbonne.fr/corpus/critique/auguis_chamfort-notice/	
http://obvil.github.io/critique2000/tei/1911_augustin-thierry_1.xml	1911_augustin-thierry_1	Augustin-Thierry, A. (1870-1956)	1911	Les grandes mystifications littéraires. Série 1 / Augustin Thierry	http://gallica.bnf.fr/ark:/12148/bpt6k54423726	Plon-Nourrit (Paris)
http://obvil.github.io/critique2000/tei/1911_augustin-thierry_2.xml	1911_augustin-thierry_2	Augustin-Thierry, A. (1870-1956)	1911	Les grandes mystifications littéraires. Série 2 / Augustin Thierry	http://gallica.bnf.fr/ark:/12148/bpt6k5442352f	Plon-Nourrit (Paris)
http://obvil.github.io/critique2000/tei/1885_aulard_1.xml	1885_aulard_1	Aulard, François-Alphonse (1849-1928)	1885	Les orateurs de la Législative et de la Convention : l'éloquence parlementaire pendant la Révolution française. Tome 1 / par F.-A. Aulard,...	http://gallica.bnf.fr/ark:/12148/bpt6k5441012k	Hachette (Paris)
